548.3940,0.9360,0.9180,2.0000,25.0000,128.0000,0.0005,3.0000,1.0000,16.0000,1.0000,2.0000,2.0000,3.0000,64.0000,1.0000,2.0000,2.0000,4.0000,4.0000,3.0000,256.0000,1.0000,2.0000,2.0000,50.0000,101.0000,0.7000
539.2500,0.9530,0.9340,2.0000,25.0000,128.0000,0.0005,3.0000,1.0000,16.0000,1.0000,2.0000,2.0000,3.0000,64.0000,1.0000,2.0000,2.0000,4.0000,4.0000,3.0000,256.0000,1.0000,2.0000,2.0000,100.0000,101.0000,0.7000
459.3190,0.9540,0.9290,2.0000,25.0000,128.0000,0.0005,3.0000,1.0000,16.0000,1.0000,2.0000,2.0000,3.0000,64.0000,1.0000,2.0000,2.0000,4.0000,4.0000,3.0000,128.0000,1.0000,2.0000,2.0000,100.0000,101.0000,0.7000
393.5750,0.9430,0.9190,2.0000,25.0000,128.0000,0.0005,3.0000,1.0000,16.0000,1.0000,2.0000,2.0000,3.0000,32.0000,1.0000,2.0000,2.0000,4.0000,4.0000,3.0000,256.0000,1.0000,2.0000,2.0000,100.0000,101.0000,0.7000
346.5670,0.9380,0.9240,2.0000,25.0000,128.0000,0.0005,3.0000,1.0000,16.0000,1.0000,2.0000,2.0000,3.0000,32.0000,1.0000,2.0000,2.0000,4.0000,4.0000,3.0000,128.0000,1.0000,2.0000,2.0000,100.0000,101.0000,0.7000
145.6430,0.9270,0.9150,2.0000,10.0000,128.0000,0.0010,3.0000,1.0000,16.0000,1.0000,2.0000,2.0000,3.0000,32.0000,1.0000,2.0000,2.0000,4.0000,4.0000,3.0000,128.0000,1.0000,2.0000,2.0000,100.0000,101.0000,0.7000
141.2920,0.9180,0.9150,2.0000,10.0000,128.0000,0.0010,3.0000,1.0000,16.0000,1.0000,2.0000,2.0000,3.0000,32.0000,1.0000,2.0000,2.0000,4.0000,4.0000,3.0000,128.0000,1.0000,2.0000,2.0000,100.0000,101.0000,0.0000
695.1340,0.9500,0.9210,0.0000,20.0000,128.0000,0.0010,7.0000,1.0000,32.0000,1.0000,2.0000,2.0000,7.0000,64.0000,1.0000,2.0000,2.0000,4.0000,4.0000,5.0000,48.0000,2.0000,2.0000,2.0000,100.0000,101.0000,0.7000
346.2670,0.9490,0.9280,0.0000,10.0000,128.0000,0.0010,7.0000,1.0000,32.0000,1.0000,2.0000,2.0000,7.0000,64.0000,1.0000,2.0000,2.0000,4.0000,4.0000,5.0000,48.0000,2.0000,2.0000,2.0000,100.0000,101.0000,0.7000
352.2400,0.9340,0.9090,0.0000,10.0000,128.0000,0.0010,7.0000,1.0000,32.0000,1.0000,2.0000,2.0000,7.0000,64.0000,1.0000,2.0000,2.0000,4.0000,4.0000,5.0000,48.0000,2.0000,2.0000,2.0000,100.0000,101.0000,0.0000
